,ANTIG,COMP,PROM,CATEG,COMINT,COMPPRES,RATE,VISIT,DIASSINQ,TASARET,NUMQ,RETRE,TARGET CLASS
506,13.9179932,12046,3.30,6023.00,21509,64552,2.450009577,57,941,1.615398176,3.926651708,26.44418708,1
507,10.78146102,13489,5.64,6744.43,39536,56778,3.082532348,,477,1.239192811,8.344617177,21.1316636,0
508,8.049752942,14408,5.60,7203.88,25006,63987,3.756505299,,1541,0.85161628,6.414301821,15.93851082,0
509,7.541439163,14574,5.22,7286.97,12267,49563,2.543332235,,1363,0.826887971,6.783301006,15.08287833,0
510,10.1536369,11964,3.14,5982.12,24821,62933,1.290749843,,1361,1.565532428,5.910528451,19.49498285,1
511,7.292949612,12020,2.30,6010.05,41445,60042,3.402010766,,1238,1.214516473,7.40596972,13.85660426,1
512,6.733969829,15502,5.43,7751.08,20340,55251,3.432027641,,1392,1.160238993,6.404333264,13.46793966,0
513,7.46318195,12347,1.41,,24697,47292,2.124442212,,951,0.987960273,7.39908728,14.9263639,1
514,2.891091002,11122,5.73,,33950,68764,3.330244566,,1323,1.00894178,7.164973525,5.608716544,0
515,13.94444489,9968,2.74,,21301,65970,1.717479947,,1171,1.108025463,7.764183081,27.33111198,1
516,5.266676597,10645,5.49,,34647,65163,1.673865232,52,1545,0.929466309,7.24527,10.53335319,0
517,6.479290495,4450,5.87,,27768,51274,3.422466766,,1132,1.340338662,5.349163373,12.56982356,0
518,15.5318582,13430,3.33,,20929,48385,2.225425902,,953,1.440630681,6.378278005,30.1318049,1
519,6.14164073,11121,1.69,,37308,51080,3.031212436,,1209,1.247871869,7.419685305,12.03761583,1
520,3.568865584,12780,5.95,,31708,65564,2.044067855,,1370,1.139099924,7.291393597,6.923599234,0
521,7.063010303,15212,5.65,,14120,49819,2.289642765,,1215,1.038504813,7.228987054,13.41971958,0
522,7.406560646,11243,5.72,,10921,82691,3.098422446,,1147,0.894604373,6.533913677,14.36872765,0
523,5.756389021,13540,1.63,,37170,68998,2.848160765,62,731,1.090548056,5.846368831,11.39765026,1
524,6.204404582,12579,5.88,,18178,53364,2.440442257,56,1392,1.294005563,7.204776081,11.9124568,0
525,9.458940272,14282,6.24,7141.06,36294,49552,4.096648631,67,1313,1.28993389,6.738076856,18.35034413,0
526,8.317029121,12522,4.70,6261.23,27871,37640,2.501590899,66,971,1.749291172,7.024343518,16.63405824,1
527,4.697363349,9922,5.21,4960.95,20932,66293,3.735756136,,1326,1.082678303,6.343402243,9.112884897,0
528,7.572133146,9396,2.77,4698.08,29694,51291,1.465676108,,766,1.660308889,5.834257745,14.6899383,1
529,7.69682493,18338,4.40,9168.78,28013,71741,2.946525974,72,1241,1.041026931,5.519006682,15.23971336,0
530,8.173274117,8005,1.23,4002.67,28280,53580,2.085063018,,849,1.50970337,4.724544543,15.69268631,1
531,13.88045868,8435,5.15,4217.64,11659,45172,2.242097917,46,1033,1.251088962,6.473136328,26.37287149,1
532,2.538020688,12784,3.20,6392.21,35437,63504,2.390411255,,1297,0.669920179,5.397836999,5.076041377,0
533,9.618169386,8572,2.86,4286.08,26380,51516,2.958460222,67,592,1.332309358,8.135995166,18.851612,1
534,6.253514389,10076,4.64,5038.01,28532,62905,1.585506337,68,1387,1.4340436,7.767238793,12.00674763,0
535,9.958297761,11162,3.06,5580.89,20612,58159,2.386957359,,1012,1.126334177,8.478515583,19.51826361,1
536,13.90822129,10825,3.83,5412.37,13860,45454,1.836295899,73,1138,1.300944294,7.232524431,27.81644258,1
537,11.03488248,11712,4.71,,25166,39466,2.05801688,6,920,1.595588635,7.915778208,21.40767202,1
538,9.645099728,9799,3.73,,24513,55280,2.260069738,,1189,1.827586099,6.663120234,18.71149347,1
539,9.902880233,11216,3.60,,14902,45898,2.570426679,69,896,1.628832753,6.742433503,19.01353005,1
540,9.433145304,11666,4.94,,6983,42375,1.709981366,,1203,0.72628657,6.179333249,18.11163898,0
541,7.803687036,11252,4.67,,9984,54908,1.653562855,,832,1.303286145,7.13044324,15.29522659,1
542,8.422525223,9748,2.72,,18732,54604,1.598778709,6,476,1.108652125,6.349975981,16.17124843,1
543,6.492507031,12539,5.11,,32411,79004,2.757278859,,1565,0.953052071,7.017633101,12.72531378,0
544,10.33313841,10094,3.83,,12249,50157,2.229011592,,781,1.655493508,4.642411418,19.63296298,1
545,7.696603323,12704,5.77,6352.19,24936,47221,3.236093983,,1529,0.960987024,7.808592113,14.62354631,0
546,6.747312292,12211,5.72,6105.28,8091,64413,3.411497663,,1223,1.027433665,5.756953671,13.35967834,0
547,12.51238142,7247,3.31,3623.39,18363,42397,2.772925559,,1003,0.949824534,8.233797934,25.02476284,1
548,11.25611377,13406,3.83,6703.14,17022,84541,3.140866715,,1140,0.780667861,6.754358035,21.38661616,0
549,7.691791678,16128,6.83,8064.03,22358,65590,2.158272222,62,1362,0.934178681,6.301642987,14.61440419,0
550,6.506973716,15055,4.16,7527.48,23014,87279,1.812733745,68,1069,1.194884983,5.456584904,12.88380796,0
551,9.897900997,10837,6.27,5418.68,19414,54014,3.446249453,65,1677,1.049480686,6.487396936,19.39988595,0
552,9.211778943,14031,3.23,7015.33,25478,61138,2.543015416,,1102,0.956810741,8.903421602,18.23932231,0
553,13.73892167,7163,7.77,,29271,33376,2.565826835,,633,0.938214651,6.712181411,26.3787296,1
554,7.811470927,11096,7.69,,18887,51941,2.344308455,,1592,0.841118909,5.787342377,15.62294185,0
555,12.66718505,13342,2.86,,36122,63613,2.56267059,,1411,1.090804379,7.391197892,24.0676516,0
556,9.506358903,9804,2.85,,33784,34550,2.644328985,,527,1.420365637,7.541502905,18.06208192,1
557,4.946477202,9578,4.19,,25408,61575,1.156200895,,1310,0.845659141,6.422021437,9.596165772,0
558,13.51421546,9657,4.30,,16789,45253,2.813522242,60,868,1.304959661,8.001903962,27.02843091,1
559,9.696415713,14147,6.97,,35271,66405,2.738749823,45,1440,0.832868956,7.325834406,18.81104648,0
560,13.54910979,7389,2.65,3694.49,16547,45154,2.407649391,8,1263,0.922475073,7.127989873,26.28527299,1
561,10.29603685,15397,7.39,7698.73,27539,49089,2.956187196,,1417,1.072494642,7.27044072,19.56247001,0
562,10.95254387,9131,2.99,4565.57,22533,57932,2.465012022,52,777,1.297475193,8.288343836,21.68603686,1
563,7.972545827,11272,6.60,5635.98,20090,68652,1.958662961,,1476,0.608584941,6.230339589,15.62618982,0
564,9.547111293,12567,5.34,6283.72,14112,65695,1.192220743,58,1060,0.967373071,7.159117054,19.09422259,0
565,8.215238659,11053,2.48,5526.44,23296,62315,3.656229144,63,1026,0.934606436,7.804170058,15.937563,0
566,3.783026285,9913,5.58,4956.37,31468,70382,2.103325428,47,1306,1.16823904,7.253910045,7.566052569,0
567,4.129039273,9798,3.08,4898.85,28998,36452,1.945108166,,1092,1.068935792,6.786849392,7.845174619,0
568,6.834554124,15076,6.00,7538.19,24287,68604,2.154824925,46,1345,0.975377683,6.813324828,13.12234392,0
569,7.346823871,15642,5.75,7821.22,23028,71989,1.690561086,68,1166,1.14981274,7.280241177,14.10590183,0
570,10.45346699,8495,1.69,4247.54,18361,51214,2.300948131,69,730,1.196861336,7.055783142,19.86158728,1
571,6.356741756,12554,3.36,6276.97,19260,47771,3.233920592,,866,1.293246269,7.580614984,12.07780934,0
572,11.60963373,15391,3.88,7695.30,23601,66210,1.71439161,,498,0.974204534,3.629116489,22.05830408,0
573,6.095030254,13947,2.30,6973.52,29250,50814,3.479546197,,1173,0.864959944,6.120560767,11.70245809,0
574,9.552622041,7273,3.30,3636.26,19580,71602,3.009482413,,709,1.170478163,8.038753105,18.7231392,1
575,5.864866564,12852,5.52,6425.91,31005,68770,2.396695619,,1542,1.440141635,7.11267144,11.72973313,0
576,9.608560291,15727,4.57,7863.54,19626,40448,2.389738792,,1406,1.083147633,7.361069938,19.21712058,0
577,14.34331762,11922,1.85,5960.86,33092,62333,1.880423262,69,724,1.002253465,7.246697872,28.11290253,1
578,12.67749277,11421,6.65,5710.55,24019,70243,2.063712792,45,495,1.382931869,5.500192955,24.84788582,1
579,11.0343899,12666,2.42,6333.22,26422,49806,1.847387457,,641,1.548604726,6.069045702,21.4067164,1
580,5.171552113,12242,4.43,,26701,39766,2.071124339,,1264,0.783852493,8.124452175,10.23967318,0
581,4.503311985,12275,6.05,,21937,41617,3.311891904,6,1291,1.263504015,6.407318633,8.646359012,0
582,11.99876794,13334,4.16,,32645,83279,2.996653063,66,1365,1.417286014,7.167931874,23.75756053,0
583,9.896142212,9066,2.84,,24474,54076,1.87197433,66,426,0.987986254,7.697776024,19.00059305,1
584,14.9182334,4667,4.94,2333.66,27430,55353,2.935413614,,543,1.101229698,6.842124081,29.83646681,1
585,12.05592708,8342,3.73,4171.04,9614,45676,2.655727666,48,972,1.317346544,5.99330369,22.90626144,1
586,10.21672081,9872,3.14,4936.09,28582,63141,2.956276508,,1111,1.804361654,6.708670444,19.41176953,1
587,7.935350492,12449,4.93,6224.64,11509,74257,3.542015127,,1320,1.096772266,6.069939918,15.39457995,0
588,9.548150769,9357,2.84,4678.52,11985,69839,3.192466538,,1157,0.956964418,6.185914468,18.90533852,0
589,11.81015021,10933,3.91,5466.64,11973,38646,2.036036419,6,944,1.407264055,6.104527462,23.38409741,1
590,7.135328713,14092,4.75,,21628,84610,1.585813368,64,1202,0.860578099,6.543149701,14.12795085,0
591,12.66970409,10130,2.91,,18200,58577,2.645894659,55,963,1.387752743,7.58531053,25.08601409,1
592,4.369800291,9254,4.90,4626.96,19722,79576,2.223306313,,975,1.462116247,5.176673709,8.739600583,0
593,8.792427692,7829,2.15,3914.52,53547,52491,2.322777452,,1072,1.131307896,6.134381395,16.88146117,1
594,14.7660153,10461,2.90,5230.48,34117,66551,3.179979407,66,970,1.54026374,6.987216203,28.05542907,1
595,10.20857081,10659,3.50,5329.27,24306,76559,1.062385236,67,935,1.343327179,7.177036825,20.00879878,1
596,14.939334,13425,2.30,6712.26,35618,55187,1.955258943,,780,1.399198642,6.49692693,28.98230796,1
597,13.51828362,12319,7.17,6159.63,16457,68352,2.223248057,,1353,0.937735596,7.004049321,26.49583589,0
598,13.10567587,10126,4.65,5062.77,16840,44425,1.556840391,73,818,1.48156442,7.073116206,24.90078415,1
599,11.00123432,11325,2.14,5662.56,20738,69263,3.041649214,,1039,1.202792025,7.269734985,21.78244395,1
600,11.51059084,12238,2.44,6118.86,26658,76925,2.423117384,,1299,1.357352814,7.42087173,22.1003344,1
601,10.99381705,15338,5.14,7669.02,15775,37339,2.445245403,72,1443,1.24028221,5.873379897,21.98763411,0
602,5.615531121,11500,4.54,,43470,39885,3.661970785,48,1326,0.607370575,5.136489615,10.89413038,0
603,11.13859965,8822,2.57,,13270,69648,3.535125373,72,1087,1.171458108,6.317081208,21.83165531,1
604,10.20404128,13140,4.34,,25619,30637,3.255809167,,1447,0.649830623,5.836320563,19.38767844,0
605,13.70352098,14866,3.58,,29414,49707,2.543302366,54,1291,0.932491033,7.814903219,27.13297155,0
606,8.321756123,9078,2.13,,21527,68940,2.761863469,,749,1.183134386,7.800407851,16.47707712,0
607,4.429658583,10267,2.03,,33364,44838,2.753141767,59,646,1.305903907,5.136344595,8.859317166,1
608,7.823743133,14416,3.71,7207.99,24252,60965,1.039522725,,1188,1.41267256,5.615241893,15.4910114,0
609,9.936713229,14419,3.39,7209.49,22365,40853,2.379018201,,1012,0.862747878,8.174947897,19.27722366,0
610,11.68324948,9360,2.20,4679.78,26102,69615,2.635202572,,785,1.661304206,5.91185248,23.36649897,1
611,6.626888734,13060,6.23,6530.16,31081,69848,2.959425648,,1144,1.20624244,8.601494203,13.25377747,0
612,8.684341806,18035,3.68,9017.62,29177,57855,2.408450158,,1118,0.896180051,7.299358052,17.02130994,0
613,6.489519706,9230,2.55,4614.83,37753,72748,1.437765532,67,1163,0.960812136,7.718146064,12.97903941,0
614,14.46388258,7344,3.79,3672.11,13697,64315,2.284955197,68,1285,0.940922902,7.006389461,27.77065455,0
615,9.215674764,10409,2.28,5204.45,18085,54461,2.077523163,,596,1.123514425,7.256211547,18.06272254,1
616,11.54246849,7862,2.30,,24342,73486,1.649164426,7,1080,1.302730912,7.314564889,21.93069013,1
617,9.325589382,11732,5.05,5865.96,18433,74161,2.352871184,,1673,0.711168135,6.043934525,17.90513161,0
618,6.187377151,11840,6.17,,21464,66943,3.141440625,,875,1.162785977,8.165614228,12.00351167,0
619,10.01726548,9445,1.14,4722.42,33839,57286,1.619635585,52,896,1.232854202,6.496454752,19.43349503,1
620,5.342122595,9698,6.35,4849.00,25161,55117,1.706727786,64,1373,0.612539965,7.233247908,10.57740274,0
621,14.57226002,6940,4.78,3469.77,25438,25835,2.654058325,,1245,1.458579508,6.147972229,28.27018444,1
622,7.457421255,12328,4.35,,26204,64649,3.182733363,66,902,1.601527661,7.733185484,14.76569408,1
623,14.54099085,11748,3.10,,10636,61074,3.104473448,8,1166,1.157917396,5.022991316,28.79116189,1
624,5.272962274,11897,5.36,,32519,91669,2.127667334,,981,0.874493529,7.580360478,10.01862832,0
625,11.26963197,10652,4.73,,8475,78883,2.113044687,,981,1.380548486,5.680294414,21.63769339,1
626,7.901417502,14324,5.36,,21702,69363,1.953125926,,1468,0.599081555,6.7651447,15.32874995,0
627,6.791250256,14567,3.63,,30962,47858,2.009435176,,1445,1.187241349,7.778538933,13.3108505,0
628,10.03721904,9310,2.74,4654.94,22949,59190,1.12681827,,1183,0.892000371,7.755381498,19.67294933,1
629,10.27481849,8361,3.22,4180.36,30135,26395,1.407184903,62,1303,1.222543935,7.051020711,19.93314786,1
630,10.32726203,11774,4.70,5886.88,20370,63503,2.564451567,57,1182,0.789340316,8.892036483,19.82834309,0
631,7.71425583,13217,5.69,6608.67,16161,77872,1.97966648,,1037,0.855214347,7.430759889,15.27422654,0
632,6.598803834,9888,3.67,4943.81,12159,56868,3.127254726,,1062,0.873976218,7.247623756,13.19760767,0
633,13.39207177,5308,3.03,2654.12,27565,72545,1.377416637,,872,1.075863296,5.645678995,26.5163021,1
634,9.199305136,13818,6.41,,25616,66197,3.463632117,55,1448,0.711854454,6.823066953,18.03063807,0
635,6.477299726,14484,5.11,,27209,65819,2.815506748,,1181,0.816783419,7.675278705,12.95459945,0
636,7.632625667,11477,8.38,,29417,36482,2.697805263,,1243,0.945884674,7.508900919,14.50198877,0
637,8.911845136,13149,4.36,,14121,74243,1.363125906,,1249,0.836029402,6.379930513,16.93250576,0
638,10.14425247,13745,5.01,,19248,91177,2.248424006,49,840,0.918674741,6.109288028,19.88273484,0
639,10.64759339,9418,6.25,4709.07,29803,61071,2.392940118,,1396,0.876336784,9.151129615,20.86928304,0
640,10.64097946,5767,2.16,2883.75,23203,51665,1.718301825,60,877,1.220302943,6.929904234,20.21786098,1
641,5.852811663,13358,4.15,6678.77,16212,62165,2.640551242,55,1361,1.081763963,6.893911816,11.58856709,0
642,11.69760703,9848,5.04,4923.76,24639,72504,3.162102346,,1046,1.670989497,7.578932804,23.16126191,1
643,5.730810114,13787,3.93,6893.28,13016,58875,2.394253212,,1342,0.905766451,6.512809731,11.23238782,0
644,4.541558411,9945,3.64,4972.73,27648,61177,3.549512651,73,1232,0.942506714,7.873645736,8.901454486,0
645,12.92989224,11209,3.57,5604.54,16539,54229,2.335589616,,1002,1.598502149,7.08549127,25.34258879,1
646,7.572887452,13624,3.67,6811.85,28969,77516,2.587839846,,1610,1.170338695,4.69273624,14.53994391,0
647,10.88509921,8237,3.89,4118.46,24873,35090,3.96624345,,1010,1.223932826,7.727211137,20.89939049,1
648,7.744912674,14419,3.54,7209.62,30462,58052,2.241425381,,1598,1.175352914,6.713591813,14.71533408,0
649,10.52365189,13774,7.64,6887.04,25242,30856,2.057735627,,1306,0.671747346,6.306316796,20.20541162,0
650,11.34085927,12585,2.26,6292.28,17526,71457,2.364047693,,795,1.275928238,7.008568365,22.22808416,1
651,5.202691317,11190,6.00,5595.13,23996,50840,2.985473518,,1282,1.289448235,8.194134597,10.30132881,0
652,3.842275902,14379,4.35,7189.35,25884,47943,3.669032331,,1220,0.968620023,6.045189301,7.607706286,0
653,10.7089436,12235,2.45,6117.41,27751,71732,2.448336951,63,508,1.01390775,7.58977922,21.20370833,1
654,9.173201236,12428,6.70,6214.07,9976,48864,1.391575201,,1182,0.757538033,5.185879922,18.34640247,0
655,15.54343854,11581,4.39,,15939,49741,2.341082598,,729,1.38422419,6.506885925,30.46513954,1
656,6.224297447,11699,4.49,,32913,40368,1.821992758,37,1282,0.948578715,7.698433446,11.9506511,0
657,10.36347089,13611,3.16,,17925,53999,2.60144189,,893,1.459543799,7.412132135,20.10513352,1
658,6.626488025,11253,3.86,,22267,53188,2.777432984,,1443,0.768098249,8.219772899,12.98791653,0
659,12.35416747,9969,3.67,,14032,49409,1.811038677,48,675,1.372774696,5.682173534,24.4612516,1
660,12.13681799,10029,2.25,5014.68,32206,44596,1.666669102,4,1238,1.249505797,6.803055652,23.78816326,1
661,7.105898512,7256,4.87,3628.14,26198,72181,3.017828822,,1300,1.154713681,8.022872937,13.64332514,0
662,6.523422585,13750,6.73,6874.90,19103,61647,1.155845907,,1175,0.841512668,5.852280675,12.39450291,0
663,13.36545333,9742,3.74,4870.97,21083,50419,2.135948911,,887,1.167486411,8.810544943,25.39436132,1
664,12.9002758,9253,1.88,,25984,67277,1.961021779,,1258,1.451538428,6.40338146,24.51052402,1
665,6.44012215,11033,2.96,,29947,41034,3.053116112,32,1252,1.360369402,5.024766159,12.62263941,0
666,15.11965575,10592,1.34,,25500,55990,3.144878565,,781,0.986719219,5.414372628,30.2393115,1
667,6.639105522,13561,4.42,,19921,60052,3.806537442,67,1310,0.970731053,6.995742676,12.61430049,0
668,13.39655972,14964,3.61,,22423,54760,2.091539342,,925,1.542269795,6.614572523,26.79311943,1
669,10.87600813,10981,2.08,5490.37,33629,54004,3.024169041,,525,1.202963072,7.790747071,21.75201626,1
670,10.29593128,14435,2.71,7217.34,31344,44150,2.418925501,73,925,1.569411637,7.233081775,20.38594394,1
671,7.430125453,9265,7.44,4632.44,23857,57185,1.83006163,69,907,0.707511451,8.17274227,14.86025091,0
672,12.05887288,7666,3.47,3833.06,34586,38676,2.695343218,56,1060,1.707199341,6.702665773,23.8765683,1
673,14.0023375,11013,3.41,5506.54,30628,68469,2.446114987,,938,1.584306194,7.195281712,27.4445815,1
674,13.07540245,4653,3.07,2326.71,19463,43371,2.649013522,64,1101,1.267124512,6.574887636,25.6277888,1
675,7.960444747,11553,4.18,5776.61,12747,72227,1.903270044,8,865,0.941545973,7.83524272,15.7616806,0
676,6.982991642,8440,6.28,4220.08,10093,64464,3.061700281,59,1327,0.875119666,6.058748155,13.54700379,0
677,8.517216211,12596,3.05,6297.85,22190,55596,1.365620785,,943,1.53632475,6.67551025,16.35305513,1
678,10.69181026,10454,2.14,5227.21,24370,41335,1.925141908,,1405,1.2893659,7.278816038,20.7421119,1
679,11.29053955,11312,4.05,5655.84,12149,43663,2.332104785,,978,1.353667207,5.394973143,22.35526831,1
680,7.146434689,13074,3.41,6536.89,19889,73370,2.844398777,73,1305,1.430929947,6.781606567,14.29286938,1
681,10.85888496,12502,3.68,6250.82,11667,38038,3.463708474,57,1195,0.973030711,6.044067521,21.71776993,0
682,10.84535179,7932,3.24,3966.11,37068,51597,1.0901831,72,888,1.689942681,5.019050527,21.25688951,1
683,7.828994228,10737,4.32,5368.66,33328,23894,1.975053844,72,1148,1.334031237,8.218300918,15.03166892,1
684,6.205497493,11903,6.46,5951.49,17899,62435,2.622547662,,1512,1.005577622,7.321667837,12.03866514,0
685,6.248432558,11943,4.69,5971.55,25434,40484,3.836546773,,1450,0.840679339,5.957898092,12.24692781,0
686,8.100965075,14765,6.40,7382.64,14155,53689,2.564430638,69,1362,0.781611799,6.631256921,15.71587225,0
687,6.007137099,15616,4.51,7808.04,25653,41281,3.713908972,,1149,0.749539872,6.085348073,11.89413146,0
688,6.3861888,10068,4.01,5033.97,32084,65675,1.540894496,43,729,1.587911636,5.52548564,12.13375872,1
689,8.525770524,13189,1.78,,18474,66443,3.093059951,,863,1.337166362,5.405114804,16.198964,1
690,7.154176104,7791,2.67,,29268,61453,1.98587262,37,809,1.443842884,6.157807655,13.5929346,1
691,8.768439807,8020,3.17,,22141,37861,2.184255045,,925,1.590123883,6.793624304,17.53687961,1
692,12.28466932,7821,2.71,,19788,40566,1.904260435,,909,1.429211225,6.449653005,23.83225847,1
693,7.866786475,8618,2.87,,17143,63623,2.094357132,59,773,1.229730181,7.616283873,15.26156576,1
694,7.470471079,6699,4.29,,30890,37332,3.486372846,,1481,0.726088315,7.343980757,14.64212332,0
695,10.6820331,9208,4.04,,10524,49954,1.427128328,57,941,1.209315449,6.883303663,20.29586289,1
696,8.704760252,10308,4.92,,16980,69957,2.731601044,,1499,0.94707123,7.687705442,17.4095205,0
697,6.510155696,9398,4.93,,38239,54495,3.254653295,,1495,0.979833535,8.05466769,12.36929582,0
698,7.658486567,11112,1.48,5555.88,30844,53083,2.433825898,,904,1.47296247,6.971727995,14.55112448,1
699,10.94084703,11736,2.83,5868.13,25789,64205,1.999037606,73,653,1.527732776,7.403973669,21.88169406,1
700,6.042591337,17523,3.86,8761.69,29985,53505,2.961309537,56,1149,1.129567122,6.050831913,11.48092354,0
701,6.72476787,16119,5.81,8059.75,24003,48897,2.705647138,,1531,0.766984568,5.929619063,13.44953574,0
702,11.09043867,13080,8.61,6540.18,25510,68852,3.271984048,62,714,0.917354207,5.301081209,21.51545102,0
703,14.53904979,7173,4.49,3586.64,26862,49888,1.986468101,,809,1.655315467,6.628227943,28.4965376,1
704,9.439327326,14813,6.06,7406.33,21789,62718,1.967070893,,1587,0.88346242,6.961760744,18.87865465,0
705,15.47884244,8094,2.84,4047.12,49343,52728,1.835364889,,907,1.448845683,5.408015664,29.71937748,1
706,12.10802015,9787,2.79,4893.69,16680,76975,1.689195805,64,743,1.223536537,6.390753931,23.7317195,1
707,10.65937053,7262,1.70,3631.20,14306,52777,2.08999489,64,1056,1.153106823,5.967115957,21.10555365,1
708,7.013732356,12952,4.30,,23294,82671,2.217538716,,1408,1.232287767,7.099304982,13.46636612,0
709,7.305360462,11785,6.17,,28860,61016,3.270272216,48,1335,1.126056235,8.223793559,13.88018488,0
710,7.135051205,12246,4.83,,17271,67828,3.506139536,,1069,0.7647784,7.772666876,13.84199934,0
711,8.21745612,13917,6.68,,28815,51939,2.688696904,62,1417,0.515626893,7.246408048,16.43491224,0
712,8.772043439,7107,3.65,,23285,58403,1.096776122,60,706,1.468691528,5.836604616,17.54408688,1
713,13.0263263,12957,4.86,,20298,43522,2.29535718,68,423,1.481062332,4.936552127,25.0105465,1
714,7.979495671,12800,5.32,,24594,76226,2.656907306,69,1100,0.960813164,8.912277905,15.95899134,0
715,10.32424259,13934,3.78,,18315,53042,2.061742859,32,873,1.357831358,5.743800653,19.61606092,1
716,7.581476276,14469,3.94,,16457,43605,3.126758451,,865,0.759381258,6.241827302,14.70806398,0
717,5.661084891,10021,5.96,5010.41,22942,57513,1.78356972,,1090,1.380969635,7.874354232,11.32216978,0
718,11.05299003,14509,1.89,7254.42,37512,59583,2.417573938,,1248,1.414754558,6.966261966,22.10598006,1
719,11.92803147,8442,5.21,4221.05,29553,86549,1.908128288,,1088,1.695970553,5.428138656,23.61750232,1
720,10.41313158,10761,1.58,5380.44,29976,52447,1.683538004,63,1281,1.324904721,6.996284279,20.61800054,1
721,6.325535381,13439,4.12,6719.38,17695,73294,2.687387588,,1115,0.640736743,7.232436603,12.14502793,0
722,6.367512021,12243,4.23,6121.32,16233,41811,2.509854645,6,748,1.413033802,6.928942886,12.35297332,1
723,8.957316353,13217,4.65,6608.74,14128,64314,1.452955898,,1207,0.849276888,7.191856595,17.1980474,0
724,6.067830195,9660,3.32,4829.87,31146,72995,2.784067817,68,1516,1.363393848,7.163552491,11.65023397,0
725,8.990622891,12190,2.84,6095.21,22255,56373,2.357282112,82,924,1.430538015,8.266254924,17.26199595,1
726,4.689400518,12456,5.75,6227.82,22085,67161,2.606937038,73,1365,0.609720661,6.998461079,9.378801035,0
727,6.958002759,8055,2.39,4027.64,25735,66803,2.814710755,,780,1.230672425,7.906647546,13.63768541,1
728,10.71389525,7810,1.74,3905.25,37007,41497,1.131575867,,764,1.253251376,4.164739706,20.35640098,1
729,10.60099526,11053,4.12,5526.32,22474,67225,3.251022205,75,1535,0.572808452,7.341941791,21.20199052,0
730,7.85826235,12086,7.94,6043.15,18701,51816,2.531914282,64,1170,0.77797213,7.368917411,15.55935945,0
731,15.44936161,10304,4.49,5151.96,20094,68717,2.548084224,69,953,1.187598031,8.155079956,30.89872321,1
732,10.85320134,11688,4.38,,15025,71986,2.015746679,72,1467,0.506617411,5.834549241,20.62108255,0
733,13.00593038,9076,3.18,,26955,86062,2.618878863,7,1236,0.9737494,7.731650517,24.97138633,0
734,7.702535995,11669,4.04,,26231,70692,2.184306049,79,1370,0.722027471,8.588012913,14.78886911,0
735,9.35629743,14394,4.69,,24697,55050,2.408797591,5,1634,0.848357067,6.917058473,17.77696512,0
736,8.260217106,8519,1.64,,21927,56511,1.586586635,72,956,1.459822096,4.978324023,16.35522987,1
737,13.496575,12203,3.53,,28503,37217,1.679999445,60,541,1.431992846,5.865764394,26.45328699,1
738,8.410310269,8246,3.67,,29812,39270,2.232284726,88,546,1.709312864,5.931039285,16.31600192,1
739,7.970555898,13171,5.62,,26877,65456,2.928195756,64,761,0.641411496,8.545403987,15.30346732,0
740,13.16900583,11486,5.22,5743.25,31567,52464,2.77192757,26,811,1.034355069,7.92576765,25.02111108,1
741,15.5201465,11664,4.70,5831.82,28769,74900,1.685887953,6,1014,0.972427914,7.599241191,30.1090842,0
742,8.980422302,10528,8.04,5263.93,18655,63119,3.00783399,83,887,1.523775084,6.114388082,17.9608446,0
743,9.691214112,10059,3.25,5029.28,11744,50058,2.215067352,59,853,1.393456809,7.059398675,18.6071311,1
744,7.168457804,7293,4.95,3646.68,39740,65350,1.78732855,38,1062,1.221285242,8.094350668,14.0501773,1
745,12.63757348,9684,3.52,4841.80,34414,63733,0.770038254,6,1040,1.495924238,5.893905655,25.27514697,1
746,11.07082617,9924,4.02,4961.86,26939,63695,0.957122782,76,1123,1.511328164,7.321148885,21.6988193,1
747,8.602289178,11081,4.75,5540.26,15747,48754,2.53664186,36,677,1.195859122,7.217127634,16.51639522,1
748,4.639463804,10782,5.24,5391.21,16793,55693,2.013614679,84,1351,1.283851816,7.176188406,8.907770503,0
749,10.99186329,15422,6.35,7711.23,24760,63284,2.006114967,87,1427,0.947704607,7.672777915,21.32421478,0
750,8.078373643,6028,3.98,3014.20,21556,39591,2.789993842,93,1335,1.42452132,7.242848975,15.99517981,1
751,10.94394005,6558,1.92,3279.01,17162,35786,3.168124137,8,861,0.888625353,5.255037672,20.7934861,1
752,10.65158443,15283,6.43,7641.47,24251,41352,3.148581193,98,1542,1.142597643,6.063664164,20.45104211,0
753,9.510570252,10623,5.95,5311.38,33531,86696,1.950567697,72,1089,1.539221381,7.666709081,18.64071769,1
754,15.41216646,10582,3.46,5290.88,25844,57160,2.884472256,87,563,0.953470931,7.805793268,30.82433292,1
755,9.532825046,11482,4.25,5740.86,1576,60882,2.203188719,76,983,1.078568171,4.536630031,18.87499359,0
756,6.566315004,12886,5.06,6443.20,8732,66698,2.377247899,98,1313,1.125679259,5.846150227,13.00130371,0
757,15.43114145,9964,7.33,4982.01,25043,42620,2.152299585,78,1516,1.089273208,6.222762507,29.93641441,0
758,8.974457235,14166,4.86,,22450,42263,2.030995325,100,1210,0.641436505,8.002652934,17.58993618,0
759,11.62027723,14946,4.01,,22524,52583,2.495259898,65,924,1.321123446,8.218709769,22.07852673,1
